date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:20:33	152428/152428	---M-Z	200	added ('OK')	text/html	date:Thu,%2010%20Feb%202022%2017:01:30%20GMT	https://vizulab.com.au/visualisation/worldviz-vizmove-projection-vr-system/	C:/My%20Web%20Sites/vizual/vizulab.com.au/visualisation/worldviz-vizmove-projection-vr-system/index.html	(from https://vizulab.com.au/)
14:20:34	85741/85741	---MC-	404	error ('Not%20Found')	text/html	date:Fri,%2025%20Mar%202022%2008:50:33%20GMT	https://vizulab.com.au/pluraview-australia/	C:/My%20Web%20Sites/vizual/vizulab.com.au/pluraview-australia/index.html	(from https://vizulab.com.au/)
14:20:35	116413/116413	---M-Z	200	added ('OK')	text/html	date:Thu,%2010%20Feb%202022%2020:41:36%20GMT	https://vizulab.com.au/services/	C:/My%20Web%20Sites/vizual/vizulab.com.au/services/index.html	(from https://vizulab.com.au/)
14:20:35	9610/9610	---M--	200	added ('OK')	image/jpeg	etag:%227aa38412d7f8d662%22	https://i0.wp.com/vizulab.com.au/wp-content/uploads/2017/08/virtual-reality2-385-2.jpg?resize=385%2C260	C:/My%20Web%20Sites/vizual/i0.wp.com/vizulab.com.au/wp-content/uploads/2017/08/virtual-reality2-385-25df3.jpg	(from https://vizulab.com.au/)
14:20:36	108100/108100	---M-Z	200	added ('OK')	text/html	date:Sun,%2013%20Feb%202022%2012:22:48%20GMT	https://vizulab.com.au/solutions/	C:/My%20Web%20Sites/vizual/vizulab.com.au/solutions/index.html	(from https://vizulab.com.au/)
14:20:36	85742/85742	---MC-	404	error ('Not%20Found')	text/html	date:Fri,%2025%20Mar%202022%2008:50:34%20GMT	https://vizulab.com.au/aliscopy-3d-displays/	C:/My%20Web%20Sites/vizual/vizulab.com.au/aliscopy-3d-displays/index.html	(from https://vizulab.com.au/)
14:20:36	85730/85730	---MC-	404	error ('Not%20Found')	text/html	date:Fri,%2025%20Mar%202022%2008:50:34%20GMT	https://vizulab.com.au/redrover/	C:/My%20Web%20Sites/vizual/vizulab.com.au/redrover/index.html	(from https://vizulab.com.au/)
14:20:38	10833/10833	---M--	200	added ('OK')	image/jpeg	etag:%2209a9acc8f3f4cafc%22	https://i0.wp.com/vizulab.com.au/wp-content/uploads/2017/08/simlab-heart2.jpg?resize=385%2C260	C:/My%20Web%20Sites/vizual/i0.wp.com/vizulab.com.au/wp-content/uploads/2017/08/simlab-heart25df3.jpg	(from https://vizulab.com.au/)
14:20:38	85731/85731	---MC-	404	error ('Not%20Found')	text/html	date:Fri,%2025%20Mar%202022%2008:50:36%20GMT	https://vizulab.com.au/education/	C:/My%20Web%20Sites/vizual/vizulab.com.au/education/index.html	(from https://vizulab.com.au/)
14:20:38	85729/85729	---MC-	404	error ('Not%20Found')	text/html	date:Fri,%2025%20Mar%202022%2008:50:37%20GMT	https://vizulab.com.au/defence/	C:/My%20Web%20Sites/vizual/vizulab.com.au/defence/index.html	(from https://vizulab.com.au/)
14:20:41	111440/111440	---M-Z	200	added ('OK')	text/html	date:Thu,%2010%20Feb%202022%2006:17:02%20GMT	https://vizulab.com.au/about/	C:/My%20Web%20Sites/vizual/vizulab.com.au/about/index.html	(from https://vizulab.com.au/)
14:20:44	103405/103405	---M-Z	200	added ('OK')	text/html	date:Fri,%2025%20Mar%202022%2008:50:41%20GMT	http://vizulab.com.au/virtual-reality/	C:/My%20Web%20Sites/vizual/vizulab.com.au/virtual-reality/index.html	(from https://vizulab.com.au/)
14:20:44	85735/85735	---MC-	404	error ('Not%20Found')	text/html	date:Fri,%2025%20Mar%202022%2008:50:37%20GMT	https://vizulab.com.au/manufacturing/	C:/My%20Web%20Sites/vizual/vizulab.com.au/manufacturing/index.html	(from https://vizulab.com.au/)
14:20:45	19267/19267	---M--	200	added ('OK')	image/jpeg	etag:%22e6112a03db025d62%22	https://i0.wp.com/vizulab.com.au/wp-content/uploads/2021/05/3d-pluraview-display.jpg?resize=385%2C260&ssl=1	C:/My%20Web%20Sites/vizual/i0.wp.com/vizulab.com.au/wp-content/uploads/2021/05/3d-pluraview-displaye7cb.jpg	(from https://vizulab.com.au/)
14:20:46	85670/85670	---MC-	404	error ('Not%20Found')	text/html	date:Fri,%2025%20Mar%202022%2008:50:39%20GMT	http://vizulab.com.au/optitrack/	C:/My%20Web%20Sites/vizual/vizulab.com.au/optitrack/index.html	(from https://vizulab.com.au/)
14:20:46	1477/1477	---M--	200	added ('OK')	image/png	etag:%22df796bd406d04d0b%22	https://i0.wp.com/vizulab.com.au/wp-content/uploads/2019/12/pluraview.png?fit=174%2C81&ssl=1	C:/My%20Web%20Sites/vizual/i0.wp.com/vizulab.com.au/wp-content/uploads/2019/12/pluraview76a8.png	(from https://vizulab.com.au/)
14:20:47	1829/1829	---M--	200	added ('OK')	image/png	etag:%225bbbe1a3bcf55e18%22	https://i0.wp.com/vizulab.com.au/wp-content/uploads/2017/08/worldvis-b.png?fit=174%2C81&ssl=1	C:/My%20Web%20Sites/vizual/i0.wp.com/vizulab.com.au/wp-content/uploads/2017/08/worldvis-b76a8.png	(from https://vizulab.com.au/)
14:20:51	1077/1077	---M--	200	added ('OK')	image/png	etag:%2284b2d672e56eefb8%22	https://i0.wp.com/vizulab.com.au/wp-content/uploads/2017/08/alioscopy-b.png?fit=174%2C81&ssl=1	C:/My%20Web%20Sites/vizual/i0.wp.com/vizulab.com.au/wp-content/uploads/2017/08/alioscopy-b76a8.png	(from https://vizulab.com.au/)
14:20:51	1029/1029	---M--	200	added ('OK')	image/png	etag:%2214966648bdb32564%22	https://i0.wp.com/vizulab.com.au/wp-content/uploads/2017/08/redrover-b.png?fit=174%2C81&ssl=1	C:/My%20Web%20Sites/vizual/i0.wp.com/vizulab.com.au/wp-content/uploads/2017/08/redrover-b76a8.png	(from https://vizulab.com.au/)
14:20:52	85679/85679	---MC-	404	error ('Not%20Found')	text/html	date:Fri,%2025%20Mar%202022%2008:50:47%20GMT	http://vizulab.com.au/worldviz-australia/	C:/My%20Web%20Sites/vizual/vizulab.com.au/worldviz-australia/index.html	(from https://vizulab.com.au/)
14:20:52	1415/1415	---M--	200	added ('OK')	image/png	etag:%22bc9a89e846253ca4%22	https://i0.wp.com/vizulab.com.au/wp-content/uploads/2012/09/optitrack-b.png?fit=174%2C81&ssl=1	C:/My%20Web%20Sites/vizual/i0.wp.com/vizulab.com.au/wp-content/uploads/2012/09/optitrack-b76a8.png	(from https://vizulab.com.au/)
14:20:52	1767/1767	---M--	200	added ('OK')	image/png	etag:%2207984b167806280e%22	https://i0.wp.com/vizulab.com.au/wp-content/uploads/2012/09/ndi-b.png?fit=174%2C81&ssl=1	C:/My%20Web%20Sites/vizual/i0.wp.com/vizulab.com.au/wp-content/uploads/2012/09/ndi-b76a8.png	(from https://vizulab.com.au/)
14:20:53	1607/1607	---M--	200	added ('OK')	image/png	etag:%22e9ba7dbb4f25d63e%22	https://i0.wp.com/vizulab.com.au/wp-content/uploads/2012/09/geomagic-b.png?fit=174%2C81&ssl=1	C:/My%20Web%20Sites/vizual/i0.wp.com/vizulab.com.au/wp-content/uploads/2012/09/geomagic-b76a8.png	(from https://vizulab.com.au/)
14:20:59	2521/2521	---M--	200	added ('OK')	image/png	date:Thu,%2002%20Jul%202020%2004:27:54%20GMT	http://tracklab.com.au/wp-content/uploads/2020/07/freedspace-245x40-1.png	C:/My%20Web%20Sites/vizual/tracklab.com.au/wp-content/uploads/2020/07/freedspace-245x40-1.png	(from https://vizulab.com.au/)
14:20:59	85679/85679	---MC-	404	error ('Not%20Found')	text/html	date:Fri,%2025%20Mar%202022%2008:50:53%20GMT	http://vizulab.com.au/geomagic-australia/	C:/My%20Web%20Sites/vizual/vizulab.com.au/geomagic-australia/index.html	(from https://vizulab.com.au/)
14:20:59	3097/3097	---M-Z	200	added ('OK')	application/x-javascript	etag:%221b8cc93008673d4d6e571d1107d64454%22	http://connect.facebook.net/en_US/sdk.js	C:/My%20Web%20Sites/vizual/connect.facebook.net/en_US/sdk.js	(from https://vizulab.com.au/)
14:20:59	16113/16113	---M--	200	added ('OK')	image/jpeg	etag:%2288b8cc0edfa5ddff%22	https://i0.wp.com/vizulab.com.au/wp-content/uploads/2019/11/worldvis-vizmove-b.jpg?resize=768%2C497	C:/My%20Web%20Sites/vizual/i0.wp.com/vizulab.com.au/wp-content/uploads/2019/11/worldvis-vizmove-b5569.jpg	(from https://vizulab.com.au/)
14:20:59	15149/15149	---M--	200	added ('OK')	text/css	date:Thu,%2010%20Feb%202022%2004:47:42%20GMT	http://vizulab.com.au/wp-content/cache/wpfc-minified/o61ne0x/88bzu.css	C:/My%20Web%20Sites/vizual/vizulab.com.au/wp-content/cache/wpfc-minified/o61ne0x/88bzu.css	(from https://vizulab.com.au/)
